The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
fathers	11.5502
saw	8.06679
them	4.46102
.	3.59979
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boys	10.8653
saw	8.48667
them	4.32952
.	3.65475
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mothers	12.2119
saw	7.96107
them	5.25896
.	4.07633
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girls	11.4055
saw	7.34345
them	5.027
.	4.15545
<eos>	0.0
The	1.79262
boy	11.7973
said	3.83846
that	2.65979
the	1.98074
fathers	11.7513
saw	7.45527
them	4.71156
.	3.8356
<eos>	0.0
The	1.79262
father	10.2404
said	5.73736
that	2.61486
the	1.98574
boys	11.0385
saw	8.34087
them	4.41627
.	3.66891
<eos>	0.0
The	1.79262
girl	11.3106
said	4.20232
that	2.5962
the	1.86716
mothers	12.3529
saw	7.69103
them	5.43927
.	3.71905
<eos>	0.0
The	1.79262
mother	11.2391
said	6.84869
that	2.4423
the	1.94122
girls	9.98495
saw	7.35003
them	4.69216
.	3.86328
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
father	10.7144
saw	10.1035
them	4.5181
.	4.16845
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boy	10.5124
saw	6.69603
them	4.62646
.	3.98728
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mother	11.6052
saw	8.76672
them	4.91573
.	3.64712
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girl	11.2102
saw	7.22487
them	5.02834
.	3.72705
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
fathers	11.5502
established	9.34774
them	6.12745
.	2.33321
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boys	10.8653
established	9.88736
them	6.5749
.	2.00026
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mothers	12.2119
established	9.21853
them	7.4432
.	2.24966
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girls	11.4055
established	9.36749
them	7.11314
.	2.73996
<eos>	0.0
The	1.79262
boy	11.7973
said	3.83846
that	2.65979
the	1.98074
fathers	11.7513
established	8.93421
them	6.40303
.	2.6803
<eos>	0.0
The	1.79262
father	10.2404
said	5.73736
that	2.61486
the	1.98574
boys	11.0385
established	9.78618
them	6.46851
.	2.10952
<eos>	0.0
The	1.79262
girl	11.3106
said	4.20232
that	2.5962
the	1.86716
mothers	12.3529
established	9.11164
them	7.44687
.	2.3515
<eos>	0.0
The	1.79262
mother	11.2391
said	6.84869
that	2.4423
the	1.94122
girls	9.98495
established	9.71121
them	6.39407
.	2.63879
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
father	10.7144
established	10.5399
them	6.43535
.	2.42292
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boy	10.5124
established	8.76574
them	6.37279
.	2.61765
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mother	11.6052
established	10.0553
them	6.20968
.	2.39604
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girl	11.2102
established	9.0857
them	6.63594
.	2.42341
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
fathers	11.5502
devoted	11.4307
them	7.95707
.	4.03153
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boys	10.8653
devoted	11.3399
them	8.55801
.	3.80154
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mothers	12.2119
devoted	10.0553
them	9.83178
.	4.24952
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girls	11.4055
devoted	10.1923
them	10.3008
.	4.5694
<eos>	0.0
The	1.79262
boy	11.7973
said	3.83846
that	2.65979
the	1.98074
fathers	11.7513
devoted	11.1756
them	8.15106
.	4.37517
<eos>	0.0
The	1.79262
father	10.2404
said	5.73736
that	2.61486
the	1.98574
boys	11.0385
devoted	11.2619
them	8.63583
.	3.8799
<eos>	0.0
The	1.79262
girl	11.3106
said	4.20232
that	2.5962
the	1.86716
mothers	12.3529
devoted	10.1139
them	9.67872
.	4.33905
<eos>	0.0
The	1.79262
mother	11.2391
said	6.84869
that	2.4423
the	1.94122
girls	9.98495
devoted	10.3967
them	9.37713
.	4.33833
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
father	10.7144
devoted	11.1779
them	9.09868
.	4.11588
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boy	10.5124
devoted	10.7277
them	7.19587
.	4.3027
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mother	11.6052
devoted	11.5607
them	7.69317
.	4.30981
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girl	11.2102
devoted	9.04428
them	9.92955
.	4.282
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
fathers	11.5502
considered	9.36637
them	5.22793
.	5.6433
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boys	10.8653
considered	9.5862
them	5.66651
.	5.41989
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mothers	12.2119
considered	8.76616
them	5.89243
.	6.54851
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girls	11.4055
considered	8.82128
them	5.84336
.	5.82314
<eos>	0.0
The	1.79262
boy	11.7973
said	3.83846
that	2.65979
the	1.98074
fathers	11.7513
considered	8.81372
them	5.40331
.	5.83432
<eos>	0.0
The	1.79262
father	10.2404
said	5.73736
that	2.61486
the	1.98574
boys	11.0385
considered	9.53735
them	5.65524
.	5.45102
<eos>	0.0
The	1.79262
girl	11.3106
said	4.20232
that	2.5962
the	1.86716
mothers	12.3529
considered	8.61717
them	5.88559
.	6.5509
<eos>	0.0
The	1.79262
mother	11.2391
said	6.84869
that	2.4423
the	1.94122
girls	9.98495
considered	9.09268
them	5.72007
.	5.5738
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
father	10.7144
considered	9.71431
them	5.67752
.	5.84176
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boy	10.5124
considered	8.59188
them	5.13295
.	6.05329
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mother	11.6052
considered	9.25526
them	5.45329
.	5.74114
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girl	11.2102
considered	7.9225
them	5.91231
.	6.00788
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
fathers	11.5502
identified	9.18476
them	6.72524
.	1.19262
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boys	10.8653
identified	8.59605
them	7.55564
.	1.03507
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mothers	12.2119
identified	8.99659
them	7.84189
.	1.00494
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girls	11.4055
identified	7.57037
them	7.2435
.	1.29255
<eos>	0.0
The	1.79262
boy	11.7973
said	3.83846
that	2.65979
the	1.98074
fathers	11.7513
identified	8.81762
them	6.48565
.	1.33868
<eos>	0.0
The	1.79262
father	10.2404
said	5.73736
that	2.61486
the	1.98574
boys	11.0385
identified	8.61591
them	7.4709
.	1.05563
<eos>	0.0
The	1.79262
girl	11.3106
said	4.20232
that	2.5962
the	1.86716
mothers	12.3529
identified	9.00025
them	7.62765
.	1.02146
<eos>	0.0
The	1.79262
mother	11.2391
said	6.84869
that	2.4423
the	1.94122
girls	9.98495
identified	7.7833
them	6.87772
.	1.27599
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
father	10.7144
identified	10.9802
them	6.83244
.	1.17997
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
the	1.83094
boy	10.5124
identified	9.64405
them	5.76712
.	1.34306
<eos>	0.0
The	1.79262
girls	11.7687
said	4.21909
that	2.67393
the	1.74057
mother	11.6052
identified	11.616
them	6.04611
.	1.2566
<eos>	0.0
The	1.79262
mothers	11.9995
said	5.59632
that	2.61509
the	1.64299
girl	11.2102
identified	8.24202
them	7.04597
.	1.10101
<eos>	0.0
The	1.79262
boys	9.86152
said	6.69055
that	2.69764
the	1.71891
fathers	11.5502
made	6.81462
them	3.89358
.	4.87946
<eos>	0.0
The	1.79262
fathers	11.4987
said	5.53968
that	2.74324
