word sentid sentpos wlen surp entropy

The 0 0 3 2.306039810180664 3.3416643142700195
boys 0 1 4 8.241280555725098 7.817210674285889
said 0 2 4 6.912331581115723 4.65129280090332
that 0 3 4 0.9207048416137695 3.0403780937194824
the 0 4 3 1.7534189224243164 4.52508020401001
fathers 0 5 7 9.184423446655273 7.5746564865112305
saw 0 6 3 6.7509002685546875 4.31571102142334
themselves 0 7 10 4.730064392089844 4.662263870239258
. 0 8 1 4.158381462097168 3.145411252975464
The 1 0 3 2.306039810180664 3.3416643142700195
fathers 1 1 7 12.180408477783203 7.817210674285889
said 1 2 4 6.7867631912231445 4.553546905517578
that 1 3 4 1.1269474029541016 3.2163846492767334
the 1 4 3 1.7008953094482422 4.414271831512451
boys 1 5 4 5.898387432098389 7.562509536743164
saw 1 6 3 6.716297149658203 3.931149959564209
themselves 1 7 10 4.601637840270996 4.885802268981934
. 1 8 1 4.426799774169922 2.9648947715759277
The 2 0 3 2.306039810180664 3.3416643142700195
girls 2 1 5 8.388166427612305 7.817210674285889
said 2 2 4 7.102930068969727 4.68627405166626
that 2 3 4 0.9855031967163086 3.1688714027404785
the 2 4 3 1.751542091369629 4.50934362411499
mothers 2 5 7 8.64028549194336 7.534027099609375
saw 2 6 3 7.479393005371094 4.4043731689453125
themselves 2 7 10 4.440587043762207 4.736032485961914
. 2 8 1 4.523101806640625 3.057138681411743
The 3 0 3 2.306039810180664 3.3416643142700195
mothers 3 1 7 11.337051391601562 7.817210674285889
said 3 2 4 7.158851623535156 4.715195655822754
that 3 3 4 1.1543540954589844 3.2807698249816895
the 3 4 3 1.8170394897460938 4.20098876953125
girls 3 5 5 5.435601234436035 7.487113952636719
saw 3 6 3 6.959430694580078 3.810305595397949
themselves 3 7 10 4.6296491622924805 4.992618560791016
. 3 8 1 4.2977294921875 3.1799521446228027
The 4 0 3 2.306039810180664 3.3416643142700195
boy 4 1 3 8.590314865112305 7.817210674285889
said 4 2 4 5.929207801818848 5.132258415222168
that 4 3 4 1.309244155883789 2.9838294982910156
the 4 4 3 2.285243034362793 3.7825753688812256
fathers 4 5 7 9.626632690429688 7.53763484954834
saw 4 6 3 6.761516571044922 4.3675923347473145
themselves 4 7 10 5.654698371887207 4.044038772583008
. 4 8 1 4.082771301269531 3.025784492492676
The 5 0 3 2.306039810180664 3.3416643142700195
father 5 1 6 8.697731018066406 7.817210674285889
said 5 2 4 5.555815696716309 3.897420883178711
that 5 3 4 1.200448989868164 3.0418126583099365
the 5 4 3 2.0761852264404297 3.8001110553741455
boys 5 5 4 6.854761600494385 7.521346092224121
saw 5 6 3 6.685314178466797 4.007607936859131
themselves 5 7 10 5.040499687194824 4.573391914367676
. 5 8 1 4.248233795166016 3.096130609512329
The 6 0 3 2.306039810180664 3.3416643142700195
girl 6 1 4 8.970712661743164 7.817210674285889
said 6 2 4 6.183923721313477 5.320638656616211
that 6 3 4 1.2697219848632812 3.0355706214904785
the 6 4 3 2.375685691833496 3.6735928058624268
mothers 6 5 7 8.593162536621094 7.440415382385254
saw 6 6 3 7.445534706115723 4.431800842285156
themselves 6 7 10 5.401740074157715 4.193302631378174
. 6 8 1 4.003220558166504 3.2551493644714355
The 7 0 3 2.306039810180664 3.3416643142700195
mother 7 1 6 8.625633239746094 7.817210674285889
said 7 2 4 6.045729637145996 4.490671157836914
that 7 3 4 1.2146806716918945 2.9946889877319336
the 7 4 3 2.285585403442383 3.696439027786255
girls 7 5 5 6.0965728759765625 7.409945487976074
saw 7 6 3 6.961843490600586 4.023122787475586
themselves 7 7 10 5.155646324157715 4.597288131713867
. 7 8 1 4.3186540603637695 3.0465028285980225
The 8 0 3 2.306039810180664 3.3416643142700195
boys 8 1 4 8.241280555725098 7.817210674285889
said 8 2 4 6.912331581115723 4.65129280090332
that 8 3 4 0.9207048416137695 3.0403780937194824
the 8 4 3 1.7534189224243164 4.52508020401001
father 8 5 6 7.279091835021973 7.5746564865112305
saw 8 6 3 6.993372917175293 4.063014030456543
themselves 8 7 10 6.872021675109863 4.367574691772461
. 8 8 1 4.0575666427612305 3.212846040725708
The 9 0 3 2.306039810180664 3.3416643142700195
