word sentid sentpos wlen surp entropy

The 0 0 3 2.306039810180664 3.3416643142700195
boy 0 1 3 8.590314865112305 7.817210674285889
said 0 2 4 5.929207801818848 5.132258415222168
that 0 3 4 1.309244155883789 2.9838294982910156
the 0 4 3 2.285243034362793 3.7825753688812256
father 0 5 6 6.359445571899414 7.53763484954834
saw 0 6 3 6.926204681396484 4.090388298034668
himself 0 7 7 4.397268295288086 4.055527687072754
. 0 8 1 3.993865966796875 3.226686477661133
The 1 0 3 2.306039810180664 3.3416643142700195
father 1 1 6 8.697731018066406 7.817210674285889
said 1 2 4 5.555815696716309 3.897420883178711
that 1 3 4 1.200448989868164 3.0418126583099365
the 1 4 3 2.0761852264404297 3.8001110553741455
boy 1 5 3 5.659123420715332 7.521346092224121
saw 1 6 3 6.652873992919922 3.887603282928467
himself 1 7 7 4.617913246154785 3.8951611518859863
. 1 8 1 4.316524505615234 3.2050251960754395
The 2 0 3 2.306039810180664 3.3416643142700195
boys 2 1 4 8.241280555725098 7.817210674285889
said 2 2 4 6.912331581115723 4.65129280090332
that 2 3 4 0.9207048416137695 3.0403780937194824
the 2 4 3 1.7534189224243164 4.52508020401001
father 2 5 6 7.279091835021973 7.5746564865112305
saw 2 6 3 6.993372917175293 4.063014030456543
himself 2 7 7 4.893499374389648 4.367574691772461
. 2 8 1 3.9479198455810547 3.1835622787475586
The 3 0 3 2.306039810180664 3.3416643142700195
fathers 3 1 7 12.180408477783203 7.817210674285889
said 3 2 4 6.7867631912231445 4.553546905517578
that 3 3 4 1.1269474029541016 3.2163846492767334
the 3 4 3 1.7008953094482422 4.414271831512451
boy 3 5 3 5.711881637573242 7.562509536743164
saw 3 6 3 6.732622146606445 3.9839189052581787
himself 3 7 7 4.76276969909668 4.21926212310791
. 3 8 1 4.309759140014648 3.1710422039031982
The 4 0 3 2.306039810180664 3.3416643142700195
boy 4 1 3 8.590314865112305 7.817210674285889
said 4 2 4 5.929207801818848 5.132258415222168
that 4 3 4 1.309244155883789 2.9838294982910156
the 4 4 3 2.285243034362793 3.7825753688812256
fathers 4 5 7 9.626632690429688 7.53763484954834
saw 4 6 3 6.761516571044922 4.3675923347473145
himself 4 7 7 5.871530532836914 4.044038772583008
. 4 8 1 4.19328498840332 2.755662679672241
The 5 0 3 2.306039810180664 3.3416643142700195
father 5 1 6 8.697731018066406 7.817210674285889
said 5 2 4 5.555815696716309 3.897420883178711
that 5 3 4 1.200448989868164 3.0418126583099365
the 5 4 3 2.0761852264404297 3.8001110553741455
boys 5 5 4 6.854761600494385 7.521346092224121
saw 5 6 3 6.685314178466797 4.007607936859131
himself 5 7 7 6.387930870056152 4.573391914367676
. 5 8 1 4.295760154724121 3.000619411468506
The 6 0 3 2.306039810180664 3.3416643142700195
boy 6 1 3 8.590314865112305 7.817210674285889
said 6 2 4 5.929207801818848 5.132258415222168
that 6 3 4 1.309244155883789 2.9838294982910156
the 6 4 3 2.285243034362793 3.7825753688812256
father 6 5 6 6.359445571899414 7.53763484954834
established 6 6 11 10.168790817260742 4.090388298034668
himself 6 7 7 2.6465091705322266 3.342339038848877
. 6 8 1 4.037667274475098 2.2546353340148926
The 7 0 3 2.306039810180664 3.3416643142700195
father 7 1 6 8.697731018066406 7.817210674285889
said 7 2 4 5.555815696716309 3.897420883178711
that 7 3 4 1.200448989868164 3.0418126583099365
the 7 4 3 2.0761852264404297 3.8001110553741455
boy 7 5 3 5.659123420715332 7.521346092224121
established 7 6 11 10.720394134521484 3.887603282928467
himself 7 7 7 2.536850929260254 3.3847830295562744
. 7 8 1 4.36031436920166 2.2829132080078125
The 8 0 3 2.306039810180664 3.3416643142700195
boys 8 1 4 8.241280555725098 7.817210674285889
said 8 2 4 6.912331581115723 4.65129280090332
that 8 3 4 0.9207048416137695 3.0403780937194824
the 8 4 3 1.7534189224243164 4.52508020401001
father 8 5 6 7.279091835021973 7.5746564865112305
established 8 6 11 10.034574508666992 4.063014030456543
himself 8 7 7 3.074835777282715 3.4612646102905273
. 8 8 1 3.9202375411987305 2.2507476806640625
The 9 0 3 2.306039810180664 3.3416643142700195
fathers 9 1 7 12.180408477783203 7.817210674285889
