word sentid sentpos wlen surp entropy

The 0 0 3 2.306039810180664 3.3416643142700195
girl 0 1 4 8.970712661743164 7.817210674285889
near 0 2 4 9.648153305053711 5.320638656616211
the 0 3 3 0.9487428665161133 4.595107078552246
mother 0 4 6 7.3130292892456055 6.68425178527832
saw 0 5 3 7.869351387023926 4.389185905456543
herself 0 6 7 4.252918243408203 4.090690612792969
. 0 7 1 4.273382186889648 3.34981632232666
The 1 0 3 2.306039810180664 3.3416643142700195
mother 1 1 6 8.625633239746094 7.817210674285889
near 1 2 4 10.675536155700684 4.490671157836914
the 1 3 3 1.2932052612304688 5.306643486022949
girl 1 4 4 8.347293853759766 6.893486499786377
saw 1 5 3 8.073148727416992 4.614559650421143
herself 1 6 7 4.65737247467041 4.129931449890137
. 1 7 1 4.142886161804199 3.5689001083374023
The 2 0 3 2.306039810180664 3.3416643142700195
girls 2 1 5 8.388166427612305 7.817210674285889
near 2 2 4 9.285820007324219 4.68627405166626
the 2 3 3 1.291182518005371 5.6920857429504395
mother 2 4 6 8.287970542907715 6.905466079711914
saw 2 5 3 8.127778053283691 5.047198295593262
herself 2 6 7 5.248566627502441 4.487419128417969
. 2 7 1 4.301347732543945 3.5695858001708984
The 3 0 3 2.306039810180664 3.3416643142700195
mothers 3 1 7 11.337051391601562 7.817210674285889
near 3 2 4 9.293792724609375 4.715195655822754
the 3 3 3 0.867711067199707 4.323671340942383
girl 3 4 4 8.265485763549805 6.927286624908447
saw 3 5 3 7.85829496383667 5.078452110290527
herself 3 6 7 5.504058837890625 4.426544189453125
. 3 7 1 4.45600700378418 3.888705015182495
The 4 0 3 2.306039810180664 3.3416643142700195
girl 4 1 4 8.970712661743164 7.817210674285889
near 4 2 4 9.648153305053711 5.320638656616211
the 4 3 3 0.9487428665161133 4.595107078552246
mothers 4 4 7 11.127119064331055 6.68425178527832
saw 4 5 3 8.158798217773438 4.639684677124023
herself 4 6 7 4.920785903930664 4.539669513702393
. 4 7 1 4.287356376647949 2.63795804977417
The 5 0 3 2.306039810180664 3.3416643142700195
mother 5 1 6 8.625633239746094 7.817210674285889
near 5 2 4 10.675536155700684 4.490671157836914
the 5 3 3 1.2932052612304688 5.306643486022949
girls 5 4 5 8.906712532043457 6.893486499786377
saw 5 5 3 7.848456859588623 3.8104233741760254
herself 5 6 7 5.603867530822754 4.853145599365234
. 5 7 1 3.6708593368530273 3.0582761764526367
The 6 0 3 2.306039810180664 3.3416643142700195
girl 6 1 4 8.970712661743164 7.817210674285889
near 6 2 4 9.648153305053711 5.320638656616211
the 6 3 3 0.9487428665161133 4.595107078552246
mother 6 4 6 7.3130292892456055 6.68425178527832
established 6 5 11 10.864072799682617 4.389185905456543
herself 6 6 7 3.2259044647216797 3.3823041915893555
. 6 7 1 4.3141679763793945 2.1052768230438232
The 7 0 3 2.306039810180664 3.3416643142700195
mother 7 1 6 8.625633239746094 7.817210674285889
near 7 2 4 10.675536155700684 4.490671157836914
the 7 3 3 1.2932052612304688 5.306643486022949
girl 7 4 4 8.347293853759766 6.893486499786377
established 7 5 11 10.966028213500977 4.614559650421143
herself 7 6 7 3.208611488342285 3.480046510696411
. 7 7 1 4.263838768005371 1.8418736457824707
The 8 0 3 2.306039810180664 3.3416643142700195
girls 8 1 5 8.388166427612305 7.817210674285889
near 8 2 4 9.285820007324219 4.68627405166626
the 8 3 3 1.291182518005371 5.6920857429504395
mother 8 4 6 8.287970542907715 6.905466079711914
established 8 5 11 10.225156784057617 5.047198295593262
herself 8 6 7 4.173251152038574 3.649275779724121
. 8 7 1 4.604111671447754 2.108095169067383
The 9 0 3 2.306039810180664 3.3416643142700195
mothers 9 1 7 11.337051391601562 7.817210674285889
near 9 2 4 9.293792724609375 4.715195655822754
the 9 3 3 0.867711067199707 4.323671340942383
girl 9 4 4 8.265485763549805 6.927286624908447
established 9 5 11 10.258870124816895 5.078452110290527
herself 9 6 7 4.311577796936035 3.7580502033233643
. 9 7 1 4.5355682373046875 1.9436519145965576
The 10 0 3 2.306039810180664 3.3416643142700195
girl 10 1 4 8.970712661743164 7.817210674285889
near 10 2 4 9.648153305053711 5.320638656616211
