word sentid sentpos wlen surp entropy

The 0 0 3 2.306039810180664 3.3416643142700195
mechanics 0 1 9 10.808030128479004 7.817210674285889
said 0 2 4 7.628450393676758 3.304558753967285
that 0 3 4 0.4916248321533203 2.1239266395568848
the 0 4 3 1.2906064987182617 4.535773277282715
authors 0 5 7 8.032608985900879 7.830937385559082
hurt 0 6 4 11.85283088684082 4.940732955932617
themselves 0 7 10 5.968855857849121 4.351755619049072
. 0 8 1 2.5794992446899414 3.394008159637451
The 1 0 3 2.306039810180664 3.3416643142700195
authors 1 1 7 8.023263931274414 7.817210674285889
said 1 2 4 4.900346755981445 5.306082248687744
that 1 3 4 0.7025423049926758 2.6273128986358643
the 1 4 3 1.2881135940551758 4.610548973083496
mechanics 1 5 9 10.005293846130371 7.480902194976807
hurt 1 6 4 12.852216720581055 2.818117618560791
themselves 1 7 10 5.5844221115112305 4.612143516540527
. 1 8 1 2.3668365478515625 3.548197031021118
The 2 0 3 2.306039810180664 3.3416643142700195
bankers 2 1 7 11.87026596069336 7.817210674285889
said 2 2 4 5.690576553344727 5.360554218292236
that 2 3 4 0.7705078125 2.722195625305176
the 2 4 3 1.1719789505004883 4.362530708312988
authors 2 5 7 8.827821731567383 7.507014274597168
hurt 2 6 4 11.730731964111328 4.523830413818359
themselves 2 7 10 5.945952415466309 4.287148475646973
. 2 8 1 2.300715446472168 3.3069512844085693
The 3 0 3 2.306039810180664 3.3416643142700195
authors 3 1 7 8.023263931274414 7.817210674285889
said 3 2 4 4.900346755981445 5.306082248687744
that 3 3 4 0.7025423049926758 2.6273128986358643
the 3 4 3 1.2881135940551758 4.610548973083496
bankers 3 5 7 11.392600059509277 7.480902194976807
hurt 3 6 4 10.67537784576416 4.742354393005371
themselves 3 7 10 5.562892913818359 4.429537773132324
. 3 8 1 2.4992542266845703 3.322864055633545
The 4 0 3 2.306039810180664 3.3416643142700195
mechanics 4 1 9 10.808030128479004 7.817210674285889
said 4 2 4 7.628450393676758 3.304558753967285
that 4 3 4 0.4916248321533203 2.1239266395568848
the 4 4 3 1.2906064987182617 4.535773277282715
author 4 5 6 7.827775955200195 7.830937385559082
hurt 4 6 4 12.094974517822266 4.560628414154053
themselves 4 7 10 7.214280128479004 3.8794655799865723
. 4 8 1 2.730501174926758 3.442967414855957
The 5 0 3 2.306039810180664 3.3416643142700195
authors 5 1 7 8.023263931274414 7.817210674285889
said 5 2 4 4.900346755981445 5.306082248687744
that 5 3 4 0.7025423049926758 2.6273128986358643
the 5 4 3 1.2881135940551758 4.610548973083496
mechanic 5 5 8 12.88181209564209 7.480902194976807
hurt 5 6 4 10.183293342590332 4.660403728485107
themselves 5 7 10 7.538952827453613 4.214733123779297
. 5 8 1 2.7857484817504883 3.3338921070098877
The 6 0 3 2.306039810180664 3.3416643142700195
bankers 6 1 7 11.87026596069336 7.817210674285889
said 6 2 4 5.690576553344727 5.360554218292236
that 6 3 4 0.7705078125 2.722195625305176
the 6 4 3 1.1719789505004883 4.362530708312988
author 6 5 6 8.857534408569336 7.507014274597168
hurt 6 6 4 11.771312713623047 4.116844177246094
themselves 6 7 10 6.817636489868164 3.9950530529022217
. 6 8 1 2.327723503112793 3.38590669631958
The 7 0 3 2.306039810180664 3.3416643142700195
authors 7 1 7 8.023263931274414 7.817210674285889
said 7 2 4 4.900346755981445 5.306082248687744
that 7 3 4 0.7025423049926758 2.6273128986358643
the 7 4 3 1.2881135940551758 4.610548973083496
banker 7 5 6 11.949516296386719 7.480902194976807
hurt 7 6 4 10.040006637573242 4.8891377449035645
themselves 7 7 10 7.777260780334473 4.2614593505859375
. 7 8 1 2.491368293762207 3.4080564975738525
The 8 0 3 2.306039810180664 3.3416643142700195
mechanic 8 1 8 12.364774703979492 7.817210674285889
said 8 2 4 6.1800336837768555 5.344597816467285
that 8 3 4 1.2343511581420898 3.0953378677368164
the 8 4 3 1.7456512451171875 4.1943440437316895
authors 8 5 7 9.351007461547852 7.578123092651367
hurt 8 6 4 11.16446304321289 4.736350059509277
themselves 8 7 10 6.730714797973633 4.4053239822387695
. 8 8 1 2.2861928939819336 3.3744542598724365
