word sentid sentpos wlen surp entropy

The 0 0 3 2.306039810180664 3.3416643142700195
girl 0 1 4 8.970712661743164 7.817210674285889
that 0 2 4 6.091535568237305 5.320638656616211
the 0 3 3 3.9710569381713867 6.195224285125732
mother 0 4 6 5.659298896789551 7.486612796783447
liked 0 5 5 7.971541404724121 5.094379901885986
saw 0 6 3 8.816463470458984 3.5618515014648438
herself 0 7 7 6.147624969482422 4.060941696166992
. 0 8 1 3.7141590118408203 3.81864857673645
The 1 0 3 2.306039810180664 3.3416643142700195
mother 1 1 6 8.625633239746094 7.817210674285889
that 1 2 4 7.793363571166992 4.490671157836914
the 1 3 3 2.8953866958618164 5.981365203857422
girl 1 4 4 5.986098766326904 7.687294960021973
liked 1 5 5 8.034863471984863 4.833212852478027
saw 1 6 3 9.71975040435791 3.638662338256836
herself 1 7 7 5.83650016784668 4.372377395629883
. 1 8 1 2.5273818969726562 3.908379077911377
The 2 0 3 2.306039810180664 3.3416643142700195
girls 2 1 5 8.388166427612305 7.817210674285889
that 2 2 4 6.8478803634643555 4.68627405166626
the 2 3 3 3.239687919616699 6.329714775085449
mother 2 4 6 6.928580284118652 7.732990264892578
liked 2 5 5 7.683484077453613 5.253157615661621
saw 2 6 3 8.88255500793457 3.525420904159546
herself 2 7 7 6.110527992248535 4.33584451675415
. 2 8 1 2.9057111740112305 4.917888641357422
The 3 0 3 2.306039810180664 3.3416643142700195
mothers 3 1 7 11.337051391601562 7.817210674285889
that 3 2 4 5.6948347091674805 4.715195655822754
the 3 3 3 3.5124645233154297 5.777543067932129
girl 3 4 4 5.603061676025391 7.255380630493164
liked 3 5 5 7.71207332611084 5.19072961807251
saw 3 6 3 8.928912162780762 3.6909842491149902
herself 3 7 7 6.735725402832031 4.319693565368652
. 3 8 1 3.7259788513183594 4.6214799880981445
The 4 0 3 2.306039810180664 3.3416643142700195
girl 4 1 4 8.970712661743164 7.817210674285889
that 4 2 4 6.091535568237305 5.320638656616211
the 4 3 3 3.9710569381713867 6.195224285125732
mothers 4 4 7 9.497734069824219 7.486612796783447
liked 4 5 5 7.926670074462891 5.352887153625488
saw 4 6 3 8.904672622680664 3.446643352508545
herself 4 7 7 7.493612289428711 4.109845161437988
. 4 8 1 4.191568374633789 3.6036863327026367
The 5 0 3 2.306039810180664 3.3416643142700195
mother 5 1 6 8.625633239746094 7.817210674285889
that 5 2 4 7.793363571166992 4.490671157836914
the 5 3 3 2.8953866958618164 5.981365203857422
girls 5 4 5 6.629193305969238 7.687294960021973
liked 5 5 5 7.833081245422363 4.7823896408081055
saw 5 6 3 9.916996002197266 3.785214424133301
herself 5 7 7 6.711972236633301 4.613245010375977
. 5 8 1 2.151491165161133 3.578460693359375
The 6 0 3 2.306039810180664 3.3416643142700195
girl 6 1 4 8.970712661743164 7.817210674285889
that 6 2 4 6.091535568237305 5.320638656616211
the 6 3 3 3.9710569381713867 6.195224285125732
mother 6 4 6 5.659298896789551 7.486612796783447
liked 6 5 5 7.971541404724121 5.094379901885986
established 6 6 11 13.073105812072754 3.5618515014648438
herself 6 7 7 4.6218156814575195 4.221150875091553
. 6 8 1 2.5988340377807617 3.406235933303833
The 7 0 3 2.306039810180664 3.3416643142700195
mother 7 1 6 8.625633239746094 7.817210674285889
that 7 2 4 7.793363571166992 4.490671157836914
the 7 3 3 2.8953866958618164 5.981365203857422
girl 7 4 4 5.986098766326904 7.687294960021973
liked 7 5 5 8.034863471984863 4.833212852478027
established 7 6 11 13.247385025024414 3.638662338256836
herself 7 7 7 4.711821556091309 4.4064226150512695
. 7 8 1 1.9221725463867188 3.185622215270996
The 8 0 3 2.306039810180664 3.3416643142700195
girls 8 1 5 8.388166427612305 7.817210674285889
that 8 2 4 6.8478803634643555 4.68627405166626
the 8 3 3 3.239687919616699 6.329714775085449
mother 8 4 6 6.928580284118652 7.732990264892578
liked 8 5 5 7.683484077453613 5.253157615661621
established 8 6 11 12.761853218078613 3.525420904159546
herself 8 7 7 4.592958450317383 4.734719276428223
. 8 8 1 1.9329566955566406 3.450808525085449
The 9 0 3 2.306039810180664 3.3416643142700195
mothers 9 1 7 11.337051391601562 7.817210674285889
