word sentid sentpos wlen surp entropy

The 0 0 3 2.306039810180664 3.3416643142700195
mechanic 0 1 8 12.364774703979492 7.817210674285889
that 0 2 4 6.517258644104004 5.344597816467285
the 0 3 3 3.3700571060180664 6.347227573394775
author 0 4 6 6.791365623474121 7.6348981857299805
liked 0 5 5 7.061650276184082 4.994133949279785
hurt 0 6 4 13.954754829406738 3.3461437225341797
himself 0 7 7 4.973696708679199 4.622156143188477
. 0 8 1 2.0342636108398438 3.2412309646606445
The 1 0 3 2.306039810180664 3.3416643142700195
author 1 1 6 7.728640556335449 7.817210674285889
that 1 2 4 6.982072830200195 4.766490459442139
the 1 3 3 2.5272092819213867 6.478227138519287
mechanic 1 4 8 12.382749557495117 7.794173240661621
liked 1 5 5 7.424049377441406 5.020240783691406
hurt 1 6 4 12.777656555175781 3.7555878162384033
himself 1 7 7 5.049189567565918 4.374608516693115
. 1 8 1 1.6209602355957031 2.991238594055176
The 2 0 3 2.306039810180664 3.3416643142700195
banker 2 1 6 11.533583641052246 7.817210674285889
that 2 2 4 6.939216613769531 5.451910018920898
the 2 3 3 3.2662057876586914 6.195074558258057
author 2 4 6 6.4141740798950195 7.618400573730469
liked 2 5 5 6.795609474182129 4.952735900878906
hurt 2 6 4 14.0993013381958 3.620807409286499
himself 2 7 7 5.224206924438477 4.617892742156982
. 2 8 1 2.0166664123535156 3.250498056411743
The 3 0 3 2.306039810180664 3.3416643142700195
author 3 1 6 7.728640556335449 7.817210674285889
that 3 2 4 6.982072830200195 4.766490459442139
the 3 3 3 2.5272092819213867 6.478227138519287
banker 3 4 6 10.72773551940918 7.794173240661621
liked 3 5 5 7.211660385131836 5.000726699829102
hurt 3 6 4 13.666061401367188 3.8048603534698486
himself 3 7 7 4.845470428466797 4.363051414489746
. 3 8 1 1.6548995971679688 2.968320846557617
The 4 0 3 2.306039810180664 3.3416643142700195
mechanics 4 1 9 10.808030128479004 7.817210674285889
that 4 2 4 4.755199432373047 3.304558753967285
the 4 3 3 2.664923667907715 6.831216812133789
author 4 4 6 6.633945465087891 8.042903900146484
liked 4 5 5 7.327563285827637 5.218968868255615
hurt 4 6 4 14.351238250732422 3.572976589202881
himself 4 7 7 5.055182456970215 4.718307971954346
. 4 8 1 1.8747663497924805 3.4488139152526855
The 5 0 3 2.306039810180664 3.3416643142700195
authors 5 1 7 8.023263931274414 7.817210674285889
that 5 2 4 5.69645881652832 5.306082248687744
the 5 3 3 3.0618600845336914 6.626142501831055
mechanic 5 4 8 12.738800048828125 7.815946578979492
liked 5 5 5 7.363816261291504 5.084046840667725
hurt 5 6 4 13.053445816040039 3.7919397354125977
himself 5 7 7 5.113217353820801 4.421349048614502
. 5 8 1 1.7230205535888672 3.0385727882385254
The 6 0 3 2.306039810180664 3.3416643142700195
bankers 6 1 7 11.87026596069336 7.817210674285889
that 6 2 4 5.172647476196289 5.360554218292236
the 6 3 3 2.798100471496582 6.285181999206543
author 6 4 6 7.918493270874023 7.567193508148193
liked 6 5 5 6.85097599029541 4.817456245422363
hurt 6 6 4 13.353971481323242 3.5955138206481934
himself 6 7 7 5.284980773925781 4.71229887008667
. 6 8 1 1.921616554260254 3.4150242805480957
The 7 0 3 2.306039810180664 3.3416643142700195
authors 7 1 7 8.023263931274414 7.817210674285889
that 7 2 4 5.69645881652832 5.306082248687744
the 7 3 3 3.0618600845336914 6.626142501831055
banker 7 4 6 11.120292663574219 7.815946578979492
liked 7 5 5 7.094514846801758 5.090475082397461
hurt 7 6 4 13.882855415344238 3.8231759071350098
himself 7 7 7 4.9963884353637695 4.397484302520752
. 7 8 1 1.6208324432373047 3.0013926029205322
The 8 0 3 2.306039810180664 3.3416643142700195
mechanic 8 1 8 12.364774703979492 7.817210674285889
that 8 2 4 6.517258644104004 5.344597816467285
the 8 3 3 3.3700571060180664 6.347227573394775
authors 8 4 7 8.604165077209473 7.6348981857299805
liked 8 5 5 6.787619590759277 5.434446334838867
hurt 8 6 4 14.236122131347656 3.359199047088623
himself 8 7 7 6.656676292419434 4.7307538986206055
. 8 8 1 1.9028511047363281 3.2868618965148926
The 9 0 3 2.306039810180664 3.3416643142700195
